data_id,treat,age,educ,black,hisp,marr,nodegree,re74,re75,re78,outcome
NSW,1.0,37.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,9930.046,9930.046
NSW,1.0,22.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,3595.894,3595.894
NSW,1.0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,24909.45,24909.45
NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7506.146,7506.146
NSW,1.0,33.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,289.7899,289.7899
NSW,1.0,22.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4056.494,4056.494
NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,1.0,32.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8472.158,8472.158
NSW,1.0,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,2164.022,2164.022
NSW,1.0,33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,12418.07,12418.07
NSW,1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,8173.908,8173.908
NSW,1.0,21.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,17094.64,17094.64
NSW,1.0,18.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,27.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,18739.93,18739.93
NSW,1.0,17.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,3023.879,3023.879
NSW,1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,3228.503,3228.503
NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,14581.86,14581.86
NSW,1.0,23.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,7693.4,7693.4
NSW,1.0,40.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,10804.32,10804.32
NSW,1.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,10747.35,10747.35
NSW,1.0,23.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,41.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.501,5149.501
NSW,1.0,38.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,6408.95,6408.95
NSW,1.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,1991.4,1991.4
NSW,1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,11163.17,11163.17
NSW,1.0,29.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,9642.999,9642.999
NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,9897.049,9897.049
NSW,1.0,27.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,11142.87,11142.87
NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,16218.04,16218.04
NSW,1.0,24.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,995.7002,995.7002
NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,48.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,6551.592,6551.592
NSW,1.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,1574.424,1574.424
NSW,1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3191.753,3191.753
NSW,1.0,42.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,20505.93,20505.93
NSW,1.0,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,6181.88,6181.88
NSW,1.0,23.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,5911.551,5911.551
NSW,1.0,46.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3094.156,3094.156
NSW,1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1254.582,1254.582
NSW,1.0,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,13188.83,13188.83
NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8061.485,8061.485
NSW,1.0,18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,2787.96,2787.96
NSW,1.0,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,3972.54,3972.54
NSW,1.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,12187.41,12187.41
NSW,1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4843.176,4843.176
NSW,1.0,28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,8087.487,8087.487
NSW,1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2348.973,2348.973
NSW,1.0,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,590.7818,590.7818
NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1067.506,1067.506
NSW,1.0,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,7284.986,7284.986
NSW,1.0,42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,13167.52,13167.52
NSW,1.0,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.432,1048.432
NSW,1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.938,1923.938
NSW,1.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.236,4666.236
NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984,549.2984
NSW,1.0,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146,762.9146
NSW,1.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.29,10694.29
NSW,1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.715,8546.715
NSW,1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,7479.656
NSW,1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,647.2046
NSW,1.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,11965.81
NSW,1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,9598.541
NSW,1.0,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,18783.35
NSW,1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,18678.08
NSW,1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.6,23005.6
NSW,1.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,6456.697
NSW,1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,1.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,2321.107
NSW,1.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,4941.849
NSW,1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSW,1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,3881.284
NSW,1.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,17230.96
NSW,1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,8048.603
NSW,1.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,14509.93
NSW,1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,9983.784
NSW,1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSW,1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,5587.503
NSW,1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,4482.845
